"Time","CPU","Memory"
2021-06-20T12:02:23.392,312247165,34017280
2021-06-20T12:02:24.398,392318383,40771584
2021-06-20T12:02:25.434,398788623,40693760
2021-06-20T12:02:26.439,405030625,40726528
2021-06-20T12:02:27.444,411205760,40747008
2021-06-20T12:02:28.449,417477714,40738816
2021-06-20T12:02:29.454,423597113,40763392
2021-06-20T12:02:30.459,429961627,40792064
2021-06-20T12:02:31.464,436085941,40796160
2021-06-20T12:02:32.470,442346426,40796160
2021-06-20T12:02:33.475,448647071,40808448
2021-06-20T12:02:34.480,454864927,40800256
2021-06-20T12:02:35.485,461136478,40828928
2021-06-20T12:02:36.490,467493507,40833024
2021-06-20T12:02:37.495,473717933,40808448
2021-06-20T12:02:38.501,479921250,40833024
2021-06-20T12:02:39.544,486335394,40718336
2021-06-20T12:02:40.549,492567281,40730624
2021-06-20T12:02:41.554,498684982,40751104
2021-06-20T12:02:42.560,504861274,40763392
2021-06-20T12:02:43.565,511039659,40755200
2021-06-20T12:02:44.570,517317770,40779776
2021-06-20T12:02:45.575,523813009,40767488
2021-06-20T12:02:46.581,530121262,40779776
2021-06-20T12:02:47.586,536424030,40775680
2021-06-20T12:02:48.591,542956580,40779776
2021-06-20T12:02:49.596,549117725,40812544
2021-06-20T12:02:50.846,555763866,40792064
2021-06-20T12:02:51.852,561980596,40804352
2021-06-20T12:02:52.857,568335831,40783872
2021-06-20T12:02:53.863,574445690,40779776
2021-06-20T12:02:54.868,580749178,40787968
2021-06-20T12:02:55.874,586780143,40820736
2021-06-20T12:02:56.880,592801063,40828928
2021-06-20T12:02:57.885,599007128,40812544
2021-06-20T12:02:58.890,605282698,40824832
2021-06-20T12:02:59.896,611595398,40828928
2021-06-20T12:03:00.901,617886467,40820736
2021-06-20T12:03:01.906,624077935,40824832
2021-06-20T12:03:02.911,630249461,40837120
2021-06-20T12:03:03.916,636546380,40845312
2021-06-20T12:03:04.922,642832576,40861696
2021-06-20T12:03:05.927,649019421,40861696
2021-06-20T12:03:06.942,655466959,40820736
2021-06-20T12:03:07.948,661715718,40837120
2021-06-20T12:03:08.953,668074083,40853504
2021-06-20T12:03:09.958,674411163,40861696
2021-06-20T12:03:10.964,680825723,40841216
2021-06-20T12:03:11.969,686971058,40861696
2021-06-20T12:03:12.974,693260331,40878080
2021-06-20T12:03:13.979,699501310,40873984
2021-06-20T12:03:14.985,705731856,40878080
2021-06-20T12:03:15.990,711870500,40878080
2021-06-20T12:03:16.995,718106336,40857600
2021-06-20T12:03:18.000,724280579,40865792
2021-06-20T12:03:19.005,730504320,40898560
2021-06-20T12:03:20.011,736688369,40902656
2021-06-20T12:03:21.016,742995928,40902656
2021-06-20T12:03:22.021,749547086,40873984
2021-06-20T12:03:23.027,755742581,40869888
2021-06-20T12:03:24.032,762109213,40869888
2021-06-20T12:03:25.037,768374405,40886272
2021-06-20T12:03:26.042,774583013,40869888
2021-06-20T12:03:27.047,780766283,40898560
2021-06-20T12:03:28.053,787019301,40792064
2021-06-20T12:03:29.058,793223601,40812544
2021-06-20T12:03:30.064,799510749,40833024
2021-06-20T12:03:31.070,806183086,40841216
2021-06-20T12:03:32.076,812575395,40857600
2021-06-20T12:03:33.084,819277188,40828928
2021-06-20T12:03:34.090,825891598,40824832
2021-06-20T12:03:35.096,832414555,40837120
2021-06-20T12:03:36.102,838817858,40833024
2021-06-20T12:03:37.109,845375007,40853504
2021-06-20T12:03:38.115,852142355,40853504
2021-06-20T12:03:39.121,858588141,40849408
2021-06-20T12:03:40.128,865167457,40853504
2021-06-20T12:03:41.138,871377863,40845312
2021-06-20T12:03:42.145,878092066,40857600
2021-06-20T12:03:43.156,884789782,40857600
2021-06-20T12:03:44.162,891209394,40845312
2021-06-20T12:03:45.169,897539034,40853504
2021-06-20T12:03:46.175,903878993,40853504
2021-06-20T12:03:47.181,910164548,40853504
2021-06-20T12:03:48.187,916716227,40849408
2021-06-20T12:03:49.194,922851849,40849408
2021-06-20T12:03:50.200,929150140,40853504
2021-06-20T12:03:51.207,935534787,40869888
2021-06-20T12:03:52.213,941891386,40869888
2021-06-20T12:03:53.220,948383816,40865792
2021-06-20T12:03:54.226,954468711,40865792
2021-06-20T12:03:55.232,960750766,40886272
2021-06-20T12:03:56.238,967020681,40898560
2021-06-20T12:03:57.245,973500805,40902656
2021-06-20T12:03:58.251,979717524,40914944
2021-06-20T12:03:59.260,986075448,40902656
2021-06-20T12:04:00.266,992294589,40898560
2021-06-20T12:04:01.272,998565921,40886272
2021-06-20T12:04:02.279,1005021499,40873984
2021-06-20T12:04:03.285,1011521510,40857600
2021-06-20T12:04:04.291,1017662536,40853504
2021-06-20T12:04:05.300,1024058061,40873984
2021-06-20T12:04:06.307,1030187147,40869888
2021-06-20T12:04:07.314,1037237929,40894464
2021-06-20T12:04:08.320,1043807547,40873984
2021-06-20T12:04:09.330,1050328221,40890368
2021-06-20T12:04:10.340,1056981764,40869888
2021-06-20T12:04:11.348,1063484385,40869888
2021-06-20T12:04:12.354,1070094386,40890368
2021-06-20T12:04:13.361,1076366915,40890368
2021-06-20T12:04:14.367,1082916515,40890368
2021-06-20T12:04:15.374,1089105127,40906752
2021-06-20T12:04:16.380,1095612995,40919040
2021-06-20T12:04:17.386,1102040311,40923136
2021-06-20T12:04:18.393,1108527163,40906752
2021-06-20T12:04:19.399,1114829929,40910848
2021-06-20T12:04:20.406,1121302175,40894464
2021-06-20T12:04:21.412,1127777122,40898560
2021-06-20T12:04:22.422,1134349077,40861696
2021-06-20T12:04:23.429,1141075363,40861696
