,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,10:16:47,0.0,0.0,0.0
1,21,3.5,10:16:52,0.0,120.0,210.0
2,41,6.5,10:16:57,0.0,630.0,1800.0
3,56,8.3,10:17:02,0.0,870.0,4000.0
4,76,8.7,10:17:07,0.0,910.0,4300.0
5,91,9.3,10:17:12,0.0,1700.0,8000.0
6,111,9.2,10:17:17,0.0,1800.0,10000.0
7,131,9.2,10:17:22,0.0,1800.0,10000.0
8,146,4.0,10:17:27,0.1,2000.0,16000.0
9,151,8.1,10:17:32,0.1,1800.0,32000.0
