Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,61317,61317,67,68.0728525008176,1.5366319566965103,1035.594195825979,0.0,1227.5549982022135,1227.5549982022135,67,90,100,110,120,120,130,140,150,160,1000
,Aggregated,61317,61317,67,68.0728525008176,1.5366319566965103,1035.594195825979,0.0,1227.5549982022135,1227.5549982022135,67,90,100,110,120,120,130,140,150,160,1000
