,users,values,time,fails
0,1,0.0,13:21:14,0
1,1,13.833333333333334,13:21:19,0
2,1,14.2,13:21:24,0
3,1,14.7,13:21:29,0
4,1,15.0,13:21:34,0
5,1,15.4,13:21:39,0
6,1,15.3,13:21:44,0
7,1,14.3,13:21:49,0
