Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,352,1,920.0,3286.35626996534,27.351995930075645,33566.01379811764,9565.74715909091,7.648363209253072,0.02172830457174168,930,1800,3700,3800,8000,16000,18000,32000,34000,34000,34000
,Aggregated,352,1,920.0,3286.35626996534,27.351995930075645,33566.01379811764,9565.74715909091,7.648363209253072,0.02172830457174168,930,1800,3700,3800,8000,16000,18000,32000,34000,34000,34000
