,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,10:39:08,0,130.0,150.0
1,26,7.2,10:39:13,0,120.0,150.0
2,46,9.25,10:39:18,0,83.0,140.0
3,61,11.0,10:39:23,0,86.0,150.0
4,82,11.2,10:39:28,0,99.0,150.0
5,101,11.2,10:39:33,0,100.0,150.0
6,116,10.0,10:39:38,0,100.0,150.0
7,136,10.7,10:39:43,0,97.0,150.0
8,151,11.1,10:39:48,0,110.0,150.0
