,users,values,time,fails,response_time_50,response_time_95
0,16,0.0,14:14:17,0,74,160.0
1,36,15.2,14:14:22,0,69,140.0
2,56,14.7,14:14:27,0,69,140.0
3,76,14.2,14:14:32,0,69,140.0
4,96,13.8,14:14:37,0,68,140.0
5,117,14.8,14:14:42,0,68,150.0
6,136,15.2,14:14:47,0,68,130.0
7,151,13.9,14:14:52,0,70,140.0
