,users,values,time,fails,response_time_50,response_time_95
0,11,0.0,08:06:06,0,36,80
1,26,30.833333333333332,08:06:11,0,27,59
2,41,33.2,08:06:16,0,26,64
3,56,33.4,08:06:21,0,27,61
4,71,34.9,08:06:26,0,25,50
5,83,38.6,08:06:31,0,19,50
6,101,38.7,08:06:36,0,19,52
7,116,34.5,08:06:41,0,26,55
8,136,35.8,08:06:46,0,24,55
9,151,36.2,08:06:51,0,23,56
