Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1834,0,24,28.624331679793364,11.277486104518175,146.53378096409142,9593.0,34.85006483164228,0.0,24,29,34,38,48,56,70,78,99,150,150
,Aggregated,1834,0,24,28.624331679793364,11.277486104518175,146.53378096409142,9593.0,34.85006483164228,0.0,24,29,34,38,48,56,70,78,99,150,150
