Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,75142,75142,65,66.06357528816794,1.6430709511041641,1040.5317079275846,0.0,1236.8460131764311,1236.8460131764311,65,88,100,110,120,120,130,140,280,300,1000
,Aggregated,75142,75142,65,66.06357528816794,1.6430709511041641,1040.5317079275846,0.0,1236.8460131764311,1236.8460131764311,65,88,100,110,120,120,130,140,280,300,1000
