,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,09:53:51,0,0.0,0.0
1,21,4.0,09:53:56,0,190.0,280.0
2,41,7.75,09:54:01,0,480.0,1700.0
3,61,8.7,09:54:06,0,820.0,3900.0
4,76,8.8,09:54:11,0,1700.0,4200.0
5,96,8.5,09:54:16,0,1800.0,8000.0
6,113,8.4,09:54:21,0,1800.0,8100.0
7,131,8.3,09:54:26,0,1900.0,16000.0
8,151,8.6,09:54:31,0,1900.0,16000.0
