,users,values,time
0,14,0.0,15:50:12
1,18,32.2,15:50:17
2,22,34.6,15:50:22
3,26,33.1,15:50:27
4,30,33.1,15:50:32
5,35,35.3,15:50:37
6,39,32.5,15:50:42
7,43,36.3,15:50:47
8,47,35.4,15:50:52
9,51,34.8,15:50:57
10,55,33.8,15:51:02
11,59,36.2,15:51:07
12,64,38.7,15:51:12
13,68,35.6,15:51:17
14,70,34.1,15:51:22
