,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,14:39:55,0.0,0.0,0.0
1,21,374.0,14:40:00,374.0,7.0,12.0
2,41,1050.0,14:40:05,1050.0,15.0,28.0
3,61,1285.7,14:40:10,1285.7,31.0,45.0
4,76,1292.1,14:40:15,1292.1,39.0,53.0
5,91,1290.6,14:40:20,1290.6,55.0,71.0
6,111,1283.4,14:40:25,1283.4,71.0,88.0
7,126,1275.7,14:40:30,1275.7,80.0,98.0
8,146,1266.0,14:40:35,1266.0,97.0,120.0
9,151,1257.8,14:40:40,1257.8,110.0,140.0
