Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,303,1,1600.0,2205.9887291736004,80.9405897744,20423.502760007977,9561.339933993399,7.318535841942112,0.024153583636772648,1600,1900,1900,3600,4200,8000,16000,16000,20000,20000,20000
,Aggregated,303,1,1600.0,2205.9887291736004,80.9405897744,20423.502760007977,9561.339933993399,7.318535841942112,0.024153583636772648,1600,1900,1900,3600,4200,8000,16000,16000,20000,20000,20000
