"Time","CPU","Memory"
2021-06-18T13:43:23.890,192609270,18034688
2021-06-18T13:43:24.992,311688568,31809536
2021-06-18T13:43:26.094,328577832,32636928
2021-06-18T13:43:27.099,333813275,32645120
2021-06-18T13:43:28.104,339217889,32636928
2021-06-18T13:43:29.109,344631975,32636928
2021-06-18T13:43:30.114,350080138,32673792
2021-06-18T13:43:31.118,355583322,32690176
2021-06-18T13:43:32.123,360892653,32665600
2021-06-18T13:43:33.129,366205521,32677888
2021-06-18T13:43:34.134,371380554,32702464
2021-06-18T13:43:35.140,376580314,32710656
2021-06-18T13:43:36.144,381954401,32690176
2021-06-18T13:43:37.149,387344847,32677888
2021-06-18T13:43:38.154,392652177,32698368
2021-06-18T13:43:39.159,398088955,32710656
2021-06-18T13:43:40.163,403678050,32706560
2021-06-18T13:43:41.168,409061671,32710656
2021-06-18T13:43:42.173,414512017,32731136
2021-06-18T13:43:43.178,420045371,32731136
2021-06-18T13:43:44.183,425419460,32722944
2021-06-18T13:43:45.187,430919471,32718848
2021-06-18T13:43:46.192,436579914,32722944
2021-06-18T13:43:47.197,442039165,32739328
2021-06-18T13:43:48.202,447655094,32763904
2021-06-18T13:43:49.207,453065650,32669696
2021-06-18T13:43:50.219,462158473,32661504
2021-06-18T13:43:51.238,479620114,32694272
2021-06-18T13:43:52.262,496870589,32694272
2021-06-18T13:43:53.297,513724309,32710656
2021-06-18T13:43:54.334,530230978,32677888
2021-06-18T13:43:55.339,546293783,32677888
2021-06-18T13:43:56.377,564877228,32694272
2021-06-18T13:43:57.415,582550170,32698368
2021-06-18T13:43:58.438,597607204,32694272
2021-06-18T13:43:59.470,617971468,32747520
2021-06-18T13:44:00.506,635063568,32731136
2021-06-18T13:44:01.533,652708869,32763904
2021-06-18T13:44:02.543,666311538,32755712
2021-06-18T13:44:03.560,680387178,32759808
2021-06-18T13:44:04.582,697272523,32763904
2021-06-18T13:44:05.633,714128332,32768000
2021-06-18T13:44:06.651,730646994,32796672
2021-06-18T13:44:07.667,747745625,32813056
2021-06-18T13:44:08.694,760009476,32784384
2021-06-18T13:44:09.738,777234732,32710656
2021-06-18T13:44:10.755,791118918,32714752
2021-06-18T13:44:11.775,805559114,32743424
2021-06-18T13:44:12.801,819519238,32727040
2021-06-18T13:44:13.864,835619323,32727040
2021-06-18T13:44:14.890,853413172,32731136
2021-06-18T13:44:15.909,867404528,32759808
2021-06-18T13:44:16.929,882193235,32780288
2021-06-18T13:44:17.953,900178352,32780288
2021-06-18T13:44:18.982,916366712,32772096
2021-06-18T13:44:19.991,934802847,32743424
2021-06-18T13:44:21.034,952245366,32755712
2021-06-18T13:44:22.059,972795532,32755712
2021-06-18T13:44:23.094,987824074,32755712
2021-06-18T13:44:24.137,1007170823,32784384
2021-06-18T13:44:25.162,1025928888,32784384
2021-06-18T13:44:26.192,1043239437,32763904
2021-06-18T13:44:27.219,1057828193,32784384
2021-06-18T13:44:28.244,1075684082,32792576
