Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2239,2239,1,2.5605720906905654,0.978951109573245,1027.9137189500034,0.0,52.8495743134539,52.8495743134539,1,1,2,2,2,2,3,5,430,1000,1000
,Aggregated,2239,2239,1,2.5605720906905654,0.978951109573245,1027.9137189500034,0.0,52.8495743134539,52.8495743134539,1,1,2,2,2,2,3,5,430,1000,1000
