,users,values,time,fails
0,1,0.0,13:40:51,0
1,1,16.666666666666668,13:40:56,0
2,1,17.88888888888889,13:41:01,0
3,1,24.8,13:41:06,0
4,1,28.4,13:41:11,0
5,1,27.8,13:41:16,0
6,1,28.7,13:41:21,0
7,1,25.5,13:41:26,0
