,users,values,time,fails
0,1,0.0,13:08:17,0
1,1,8.5,13:08:22,0
2,1,8.0,13:08:27,0
3,1,8.0,13:08:32,0
4,1,8.1,13:08:37,0
5,1,8.2,13:08:42,0
6,1,8.0,13:08:47,0
7,1,8.0,13:08:52,0
