Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1635,0,23,27.63625578541844,7.1816761046648026,158.98018702864647,9593.0,36.09280607073966,0.0,23,28,32,36,45,56,69,77,98,160,160
,Aggregated,1635,0,23,27.63625578541844,7.1816761046648026,158.98018702864647,9593.0,36.09280607073966,0.0,23,28,32,36,45,56,69,77,98,160,160
