,users,values,time,fails,response_time_50,response_time_95
0,11,0.0,08:01:35,0,0,0
1,31,43.25,08:01:40,0,18,44
2,46,39.0,08:01:45,0,22,56
3,66,37.9,08:01:50,0,26,59
4,86,34.9,08:01:55,0,25,57
5,106,38.9,08:02:00,0,22,53
6,121,37.2,08:02:05,0,23,54
7,141,35.4,08:02:10,0,23,55
8,151,32.2,08:02:15,0,27,60
