"Time","CPU","Memory"
2021-06-20T15:08:34.592,358483603,39227392
2021-06-20T15:08:35.598,389028008,40431616
2021-06-20T15:08:36.606,395527712,40370176
2021-06-20T15:08:37.614,402275089,40415232
2021-06-20T15:08:38.619,408463100,40427520
2021-06-20T15:08:39.624,414794120,40431616
2021-06-20T15:08:40.630,420890927,40423424
2021-06-20T15:08:41.670,427217253,40398848
2021-06-20T15:08:42.675,433401850,40476672
2021-06-20T15:08:43.680,439624506,40480768
2021-06-20T15:08:44.685,445743355,40484864
2021-06-20T15:08:45.691,452055705,40493056
2021-06-20T15:08:46.696,458145885,40488960
2021-06-20T15:08:47.701,464233905,40505344
2021-06-20T15:08:48.706,470496928,40538112
2021-06-20T15:08:49.717,476673583,40493056
2021-06-20T15:08:50.722,482922508,40497152
2021-06-20T15:08:51.727,489075391,40517632
2021-06-20T15:08:52.733,495331247,40521728
2021-06-20T15:08:53.738,501468464,40488960
2021-06-20T15:08:54.743,507799252,40484864
2021-06-20T15:08:55.748,513900106,40472576
2021-06-20T15:08:56.754,520065595,40493056
2021-06-20T15:08:57.759,526487778,40505344
2021-06-20T15:08:58.764,532593579,40505344
2021-06-20T15:08:59.769,538773076,40493056
2021-06-20T15:09:00.774,545278490,40505344
2021-06-20T15:09:01.780,551470054,40493056
2021-06-20T15:09:02.785,557846176,40497152
2021-06-20T15:09:03.791,564034696,40509440
2021-06-20T15:09:04.796,570185842,40525824
2021-06-20T15:09:05.801,576396127,40513536
2021-06-20T15:09:06.807,582756888,40501248
2021-06-20T15:09:07.812,589006718,40509440
2021-06-20T15:09:08.817,595146956,40452096
2021-06-20T15:09:09.822,601407004,40419328
2021-06-20T15:09:10.827,607616818,40431616
2021-06-20T15:09:11.833,613939698,40423424
2021-06-20T15:09:12.838,620100283,40435712
2021-06-20T15:09:13.843,626308640,40468480
2021-06-20T15:09:14.848,632600717,40468480
2021-06-20T15:09:15.854,638798136,40468480
2021-06-20T15:09:16.859,645031853,40456192
2021-06-20T15:09:17.864,651232978,40456192
2021-06-20T15:09:18.869,657453182,40484864
2021-06-20T15:09:19.875,663729529,40456192
2021-06-20T15:09:20.880,670003646,40456192
2021-06-20T15:09:21.885,676295072,40464384
2021-06-20T15:09:22.890,682355978,40472576
2021-06-20T15:09:23.895,746096375,41041920
2021-06-20T15:09:24.901,794200544,41041920
2021-06-20T15:09:25.910,847845564,41054208
2021-06-20T15:09:26.916,891133220,41078784
2021-06-20T15:09:27.921,932880202,41078784
2021-06-20T15:09:28.926,970501203,41078784
2021-06-20T15:09:29.932,1017519963,41074688
2021-06-20T15:09:30.937,1057929393,41078784
2021-06-20T15:09:31.942,1104108990,41066496
2021-06-20T15:09:32.947,1153003135,41066496
2021-06-20T15:09:33.952,1191894942,41074688
2021-06-20T15:09:34.958,1231850441,41086976
2021-06-20T15:09:35.963,1284427484,41086976
2021-06-20T15:09:36.968,1336899973,41050112
2021-06-20T15:09:37.976,1395279660,41054208
2021-06-20T15:09:38.981,1445230277,41070592
2021-06-20T15:09:39.987,1505229472,41066496
2021-06-20T15:09:40.992,1559123890,41066496
2021-06-20T15:09:41.998,1603078804,41050112
2021-06-20T15:09:43.003,1653910042,41066496
2021-06-20T15:09:44.008,1708168257,41066496
2021-06-20T15:09:45.013,1775100610,41009152
2021-06-20T15:09:46.018,1822553849,40992768
2021-06-20T15:09:47.023,1867157185,41013248
2021-06-20T15:09:48.029,1922316379,41033728
2021-06-20T15:09:49.034,1977124373,41037824
2021-06-20T15:09:50.039,2042198145,41021440
2021-06-20T15:09:51.045,2090156654,41025536
2021-06-20T15:09:52.050,2126870478,41025536
2021-06-20T15:09:53.055,2172732963,41041920
2021-06-20T15:09:54.061,2218089761,41041920
2021-06-20T15:09:55.066,2268462350,41082880
2021-06-20T15:09:56.072,2326132223,41066496
2021-06-20T15:09:57.077,2367850665,41037824
2021-06-20T15:09:58.082,2421630838,41046016
2021-06-20T15:09:59.089,2458601790,41074688
2021-06-20T15:10:00.094,2505700426,41058304
2021-06-20T15:10:01.099,2566161561,41099264
2021-06-20T15:10:02.105,2612015807,41025536
2021-06-20T15:10:03.110,2660031787,41041920
2021-06-20T15:10:04.115,2708770760,41058304
2021-06-20T15:10:05.121,2757111873,41050112
2021-06-20T15:10:06.132,2807519588,41021440
