,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,15:09:25,0,0,0
1,26,35.75,15:09:30,0,26,62
2,46,32.9,15:09:35,0,27,62
3,61,31.3,15:09:40,0,26,56
4,81,35.7,15:09:45,0,21,51
5,98,38.3,15:09:50,0,19,48
6,116,39.0,15:09:55,0,20,52
7,136,36.6,15:10:00,0,26,57
8,151,34.9,15:10:05,0,25,56
