Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,69922,69922,70,69.37090514862633,1.0828759986907244,1032.1670330595225,0.0,1237.2502381315676,1237.2502381315676,70,93,110,110,120,130,130,140,200,210,1000
,Aggregated,69922,69922,70,69.37090514862633,1.0828759986907244,1032.1670330595225,0.0,1237.2502381315676,1237.2502381315676,70,93,110,110,120,130,130,140,200,210,1000
