,users,values,time,fails,response_time_50,response_time_95
0,11,0.0,09:36:32,0,0.0,0.0
1,26,4.75,09:36:37,0,260.0,460.0
2,41,7.4,09:36:42,0,690.0,3800.0
3,56,8.3,09:36:47,0,1700.0,4300.0
4,71,8.4,09:36:52,0,1700.0,4600.0
5,86,8.3,09:36:57,0,1800.0,8000.0
6,101,8.4,09:37:02,0,1700.0,8100.0
7,116,8.6,09:37:07,0,1700.0,8100.0
8,136,5.9,09:37:12,0,1700.0,22000.0
9,151,4.9,09:37:17,0,6200.0,23000.0
