Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,367,0,1700.0,2514.9855133531773,47.264995984733105,16461.385070113465,9593.0,8.113346685950658,0.0,1700,1900,3700,3900,7800,8800,15000,16000,16000,16000,16000
,Aggregated,367,0,1700.0,2514.9855133531773,47.264995984733105,16461.385070113465,9593.0,8.113346685950658,0.0,1700,1900,3700,3900,7800,8800,15000,16000,16000,16000,16000
