Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1575,0,26,29.18771034845757,10.581075912341475,110.33679521642625,9593.0,34.17825392464214,0.0,26,30,35,39,48,56,68,76,92,110,110
,Aggregated,1575,0,26,29.18771034845757,10.581075912341475,110.33679521642625,9593.0,34.17825392464214,0.0,26,30,35,39,48,56,68,76,92,110,110
