,users,values,time,fails,response_time_50,response_time_95
0,1,0.0,07:50:51,0,0,0
1,16,34.5,07:50:56,0,23,51
2,36,34.125,07:51:01,0,25,56
3,56,34.0,07:51:06,0,26,60
4,71,32.1,07:51:11,0,28,60
5,91,32.3,07:51:16,0,26,63
6,106,32.8,07:51:21,0,24,51
7,126,37.5,07:51:26,0,19,49
8,146,35.2,07:51:31,0,26,56
9,151,33.7,07:51:36,0,27,59
