Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8619,1373,120.0,20914.394683262137,13.35779088549316,131206.18044910952,8064.8425571412,11.747237508762463,1.871325803403047,120,140,150,150,131000,131000,131000,131000,131000,131000,131000
,Aggregated,8619,1373,120.0,20914.394683262137,13.35779088549316,131206.18044910952,8064.8425571412,11.747237508762463,1.871325803403047,120,140,150,150,131000,131000,131000,131000,131000,131000,131000
