,users,values,time,fails,response_time_50,response_time_95
0,1,0.0,09:24:13,0,0,0
1,16,38.0,09:24:18,0,24,56
2,37,36.285714285714285,09:24:23,0,25,56
3,56,34.9,09:24:28,0,26,56
4,71,34.1,09:24:33,0,27,56
5,91,32.7,09:24:38,0,26,58
6,106,32.6,09:24:43,0,26,56
7,126,33.2,09:24:48,0,26,57
8,144,32.7,09:24:53,0,27,58
