Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1324,0,25,31.77656246605259,15.89702907949686,118.43318585306406,9593.0,31.402846521674604,0.0,25,29,35,40,56,66,78,84,110,120,120
,Aggregated,1324,0,25,31.77656246605259,15.89702907949686,118.43318585306406,9593.0,31.402846521674604,0.0,25,29,35,40,56,66,78,84,110,120,120
