,users,values,time,fails,response_time_50,response_time_95
0,11,0.0,10:12:54,0,100.0,100.0
1,31,23.0,10:12:59,0,27.0,69.0
2,51,30.7,10:13:05,0,24.0,64.0
3,71,33.2,10:13:10,0,24.0,60.0
4,91,33.8,10:13:15,0,24.0,64.0
5,111,32.1,10:13:20,0,25.0,66.0
6,131,29.0,10:13:25,0,27.0,71.0
7,151,29.1,10:13:30,0,25.0,68.0
8,151,32.2,10:13:35,0,25.0,67.0
