"Time","CPU","Memory"
2021-06-20T10:12:38.949,662665700,18087936
2021-06-20T10:12:39.954,1836483969,47542272
2021-06-20T10:12:40.960,2891913888,56770560
2021-06-20T10:12:41.965,2897534222,56696832
2021-06-20T10:12:42.969,2903146032,56721408
2021-06-20T10:12:43.974,2908798049,56721408
2021-06-20T10:12:44.979,2914678516,56729600
2021-06-20T10:12:45.983,2920555021,56889344
2021-06-20T10:12:46.988,2926107829,56795136
2021-06-20T10:12:47.993,2931621604,56840192
2021-06-20T10:12:48.997,2936991085,56791040
2021-06-20T10:12:50.002,2942640642,56786944
2021-06-20T10:12:51.006,2948373683,56791040
2021-06-20T10:12:52.034,2994445076,57556992
2021-06-20T10:12:53.058,3888998373,58032128
2021-06-20T10:12:54.071,4658730825,58204160
2021-06-20T10:12:55.097,5562141932,58503168
2021-06-20T10:12:56.103,6452270366,58818560
2021-06-20T10:12:57.122,7304280565,59080704
2021-06-20T10:12:58.162,8013404799,59502592
2021-06-20T10:12:59.190,8804503838,59748352
2021-06-20T10:13:00.221,9699914272,59924480
2021-06-20T10:13:01.241,10608505463,60186624
2021-06-20T10:13:02.255,11421260308,60477440
2021-06-20T10:13:03.298,12359378150,60784640
2021-06-20T10:13:04.326,13133244141,61034496
2021-06-20T10:13:05.361,13979542204,61239296
2021-06-20T10:13:06.383,14802482409,61513728
2021-06-20T10:13:07.402,15612003899,61775872
2021-06-20T10:13:08.421,16396495253,62095360
2021-06-20T10:13:09.443,17290587957,62316544
2021-06-20T10:13:10.457,18145706463,62509056
2021-06-20T10:13:11.479,19017530452,62779392
2021-06-20T10:13:12.499,19923478599,63025152
2021-06-20T10:13:13.529,20787649570,63438848
2021-06-20T10:13:14.554,21721084082,63569920
2021-06-20T10:13:15.567,22546615539,63832064
2021-06-20T10:13:16.584,23396289540,64212992
2021-06-20T10:13:17.599,24199118107,64364544
2021-06-20T10:13:18.615,25036298754,64630784
2021-06-20T10:13:19.623,25855002641,64868352
2021-06-20T10:13:20.644,26815390827,65245184
2021-06-20T10:13:21.674,27718986831,65417216
2021-06-20T10:13:22.698,28651320693,65675264
2021-06-20T10:13:23.722,29416791175,65974272
2021-06-20T10:13:24.738,30234621151,66256896
2021-06-20T10:13:25.751,31160914817,66641920
2021-06-20T10:13:26.771,32113473780,66805760
2021-06-20T10:13:27.802,32985196170,66990080
2021-06-20T10:13:28.820,33798730973,67395584
2021-06-20T10:13:29.831,34611799903,67489792
2021-06-20T10:13:30.864,35380721467,67620864
2021-06-20T10:13:31.898,36143799916,67620864
2021-06-20T10:13:32.923,36781665216,67649536
