Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,313,0,930.0,2187.4536654373373,26.745268143713474,23023.946987930685,9593.0,7.181243358168306,0.0,930,1800,1900,3700,4600,8000,10000,14000,23000,23000,23000
,Aggregated,313,0,930.0,2187.4536654373373,26.745268143713474,23023.946987930685,9593.0,7.181243358168306,0.0,930,1800,1900,3700,4600,8000,10000,14000,23000,23000,23000
