,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,12:29:05,0.0,4.0,7.0
1,21,614.3333333333334,12:29:10,614.3333333333334,8.0,13.0
2,41,1047.3333333333333,12:29:15,1047.3333333333333,16.0,28.0
3,57,1284.5,12:29:20,1284.5,30.0,43.0
4,76,1291.1,12:29:25,1291.1,39.0,51.0
5,91,1287.3,12:29:30,1287.3,55.0,69.0
6,111,1277.5,12:29:35,1277.5,72.0,88.0
7,126,1273.9,12:29:40,1273.9,81.0,99.0
8,146,1268.9,12:29:45,1269.0,98.0,120.0
9,151,1257.4,12:29:50,1257.4,110.0,130.0
