Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,64830,64830,57,60.52872067183479,1.2273469474166632,1032.0827309042215,0.0,1235.4429658130255,1235.4429658130255,57,78,91,99,110,120,130,140,150,150,1000
,Aggregated,64830,64830,57,60.52872067183479,1.2273469474166632,1032.0827309042215,0.0,1235.4429658130255,1235.4429658130255,57,78,91,99,110,120,130,140,150,150,1000
