,users,values,time,fails
0,1,0.0,13:11:19,0
1,1,10.0,13:11:24,0
2,1,12.6,13:11:29,0
3,1,13.2,13:11:34,0
4,1,12.0,13:11:39,0
5,1,13.2,13:11:44,0
6,1,12.9,13:11:49,0
7,1,13.3,13:11:54,0
