,users,values,time,fails,response_time_50,response_time_95
0,11,0.0,15:30:01,0,0.0,0.0
1,31,1.75,15:30:06,0,480.0,1800.0
2,56,1.8,15:30:11,0,190.0,1700.0
3,76,2.1,15:30:16,0,100.0,1700.0
4,96,1.7,15:30:21,0,380.0,1700.0
5,116,1.8,15:30:26,0,380.0,1700.0
6,136,1.7,15:30:31,0,610.0,1800.0
7,151,1.1,15:30:36,0,640.0,1800.0
