,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,11:24:15,0.0,0,0.0
1,30,954.0,11:24:20,954.0,12,21.0
2,46,1073.875,11:24:25,1073.875,17,30.0
3,71,1284.2,11:24:30,1284.2,33,49.0
4,91,1286.6,11:24:35,1286.6,54,70.0
5,111,1281.7,11:24:40,1281.7,64,81.0
6,131,1274.2,11:24:45,1274.2,82,100.0
7,151,1272.6,11:24:50,1272.6,97,120.0
