Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2475,2475,1,2.116378970876938,0.9814559016376734,1012.606502044946,0.0,55.09112508550389,55.09112508550389,1,2,2,2,2,2,3,4,120,1000,1000
,Aggregated,2475,2475,1,2.116378970876938,0.9814559016376734,1012.606502044946,0.0,55.09112508550389,55.09112508550389,1,2,2,2,2,2,3,4,120,1000,1000
