,users,values,time,fails,response_time_50,response_time_95
0,1,0.0,09:43:10,0.0,0,0.0
1,21,5.0,09:43:15,5.0,1,120.0
2,36,8.571428571428571,09:43:20,8.571428571428571,1,2.0
3,56,18.6,09:43:25,18.6,1,2.0
4,75,32.9,09:43:30,32.9,1,2.0
5,91,40.4,09:43:35,40.4,1,2.0
6,111,56.4,09:43:40,56.4,1,2.0
7,130,70.2,09:43:45,70.2,1,2.0
8,146,77.5,09:43:50,77.5,1,2.0
