,users,values,time,fails,response_time_50,response_time_95
0,1,0.0,09:33:23,0,0,0
1,19,27.0,09:33:28,0,27,60
2,36,28.666666666666668,09:33:33,0,27,60
3,56,32.9,09:33:38,0,23,54
4,73,35.8,09:33:43,0,25,59
5,91,35.1,09:33:48,0,24,61
6,106,37.8,09:33:53,0,18,51
7,126,37.7,09:33:58,0,27,56
8,141,34.4,09:34:03,0,28,53
