Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1513,0,25,29.06676759202863,10.747681139037013,118.36358299478889,9593.0,34.31386120530327,0.0,25,29,35,38,48,56,68,77,110,120,120
,Aggregated,1513,0,25,29.06676759202863,10.747681139037013,118.36358299478889,9593.0,34.31386120530327,0.0,25,29,35,38,48,56,68,77,110,120,120
