,users,values,time,fails,response_time_50,response_time_95
0,2,0.0,15:39:52,0,0,0.0
1,21,11.0,15:39:57,0,67,140.0
2,41,13.875,15:40:02,0,68,140.0
3,62,14.6,15:40:07,0,68,130.0
4,81,16.0,15:40:12,0,68,120.0
5,101,15.4,15:40:17,0,68,120.0
6,124,15.3,15:40:22,0,68,140.0
7,141,15.6,15:40:27,0,68,140.0
8,151,15.1,15:40:32,0,68,150.0
