Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,57931,57931,63,63.89553143652778,1.6380969900637865,1111.747361952439,0.0,1226.643457881786,1226.643457881786,63,84,96,100,120,120,130,140,150,160,1100
,Aggregated,57931,57931,63,63.89553143652778,1.6380969900637865,1111.747361952439,0.0,1226.643457881786,1226.643457881786,63,84,96,100,120,120,130,140,150,160,1100
