,users,values,time,fails,response_time_50,response_time_95
0,11,0.0,14:21:52,0.0,4.0,6.0
1,26,968.1666666666666,14:21:57,968.1666666666666,10.0,19.0
2,46,1068.7777777777778,14:22:02,1068.7777777777778,15.0,27.0
3,61,1279.7,14:22:07,1279.7,31.0,45.0
4,81,1277.7,14:22:12,1277.7,48.0,63.0
5,96,1272.2,14:22:17,1272.2,56.0,71.0
6,116,1264.9,14:22:22,1264.9,73.0,90.0
7,134,1259.0,14:22:27,1259.0,90.0,110.0
8,151,1255.9,14:22:32,1255.9,99.0,120.0
9,151,1233.1,14:22:37,1233.1,120.0,140.0
