,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,12:43:02,0.0,0.0,0.0
1,21,803.6,12:43:07,803.6,8.0,14.0
2,36,977.0,12:43:12,977.0,14.0,21.0
3,51,1271.9,12:43:17,1271.9,22.0,34.0
4,63,1290.9,12:43:22,1290.9,38.0,50.0
5,76,1290.8,12:43:27,1290.8,47.0,59.0
6,91,1281.6,12:43:32,1281.6,56.0,71.0
7,106,1276.7,12:43:37,1276.7,71.0,86.0
8,126,1274.0,12:43:42,1274.0,81.0,98.0
9,141,1270.1,12:43:47,1270.1,93.0,110.0
10,151,1260.3,12:43:52,1260.3,110.0,130.0
