Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,68472,68472,61,62.308390014103196,1.411006087437272,1014.6831369493157,0.0,1244.1468572021251,1244.1468572021251,61,80,93,100,110,120,130,130,150,150,1000
,Aggregated,68472,68472,61,62.308390014103196,1.411006087437272,1014.6831369493157,0.0,1244.1468572021251,1244.1468572021251,61,80,93,100,110,120,130,130,150,150,1000
