,users,values,time,fails,response_time_50,response_time_95
0,6,0.0,14:26:52,0.0,0.0,0.0
1,26,788.75,14:26:57,788.75,9.0,15.0
2,43,1087.8,14:27:02,1087.8,19.0,31.0
3,61,1286.6,14:27:07,1286.6,27.0,40.0
4,76,1297.5,14:27:12,1297.5,44.0,58.0
5,96,1289.8,14:27:17,1289.8,60.0,77.0
6,111,1281.0,14:27:22,1281.0,67.0,83.0
7,131,1278.0,14:27:27,1278.0,82.0,100.0
8,136,1261.2,14:27:32,1261.2,100.0,120.0
9,151,1249.5,14:27:37,1249.5,100.0,120.0
10,151,1252.7,14:27:42,1252.7,110.0,130.0
