,users,values,time
0,23,30.5,15:53:03
1,39,31.8,15:53:08
2,70,33.4,15:53:13
3,102,28.6,15:53:18
4,118,28.7,15:53:23
5,150,32.2,15:53:28
6,180,36.4,15:53:33
7,197,33.3,15:53:38
8,229,28.2,15:53:43
9,263,28.3,15:53:48
10,279,32.3,15:53:53
11,310,34.8,15:53:58
12,341,31.8,15:54:03
13,357,32.4,15:54:08
